,token,ocurrences
14096,chegaria,"[[129, 1], [184, 1]]"
14097,cinza,"[[129, 1], [230, 1]]"
14098,coletes,"[[129, 1], [163, 1], [241, 1]]"
14099,conflitos,"[[129, 1], [167, 1], [174, 1], [217, 3]]"
14100,conjeturas,"[[129, 1]]"
14101,crer,"[[129, 1], [223, 2]]"
14102,culturas,"[[129, 1], [172, 1], [180, 1]]"
14103,custe,"[[129, 1]]"
14104,custoso,"[[129, 2]]"
14105,decadência,"[[129, 2], [167, 1]]"
14106,decantando,"[[129, 1]]"
14107,derrubando,"[[129, 1]]"
14108,desabando,"[[129, 1], [140, 1]]"
14109,desafiam,"[[129, 1]]"
14110,desassossego,"[[129, 1]]"
14111,desinflar,"[[129, 1]]"
14112,desmorona,"[[129, 1]]"
14113,desmoronar,"[[129, 1]]"
14114,destruí,"[[129, 1]]"
14115,desvalorizações,"[[129, 2]]"
14116,diferentemente,"[[129, 1], [229, 1], [249, 1]]"
14117,draghi,"[[129, 2]]"
14118,encurralaram,"[[129, 1]]"
14119,endividamentos,"[[129, 1]]"
14120,enganar,"[[129, 2], [232, 1]]"
14121,entendo,"[[129, 2], [180, 2], [182, 1], [209, 1]]"
14122,enviando,"[[129, 1], [175, 1], [211, 1]]"
14123,escura,"[[129, 1]]"
14124,esquisito,"[[129, 1]]"
14125,estranha,"[[129, 1], [145, 1]]"
14126,estrondo,"[[129, 1]]"
14127,exportadores,"[[129, 2]]"
14128,exportando,"[[129, 1]]"
14129,fatalismo,"[[129, 1]]"
14130,fissuras,"[[129, 1]]"
14131,fizessem,"[[129, 1], [160, 1], [175, 1]]"
14132,formidáveis,"[[129, 2]]"
14133,frustra,"[[129, 1]]"
14134,funcionem,"[[129, 1]]"
14135,fuselagem,"[[129, 1]]"
14136,gregos,"[[129, 1], [187, 1], [248, 1]]"
14137,hiperglobalização,"[[129, 1]]"
14138,improvisações,"[[129, 1]]"
14139,impõem,"[[129, 1]]"
14140,instabilidade,"[[129, 1], [144, 1], [167, 1], [225, 1]]"
14141,intratável,"[[129, 1]]"
14142,irredutível,"[[129, 1]]"
14143,lacerantes,"[[129, 1]]"
14144,lehman,"[[129, 2]]"
14145,lengerich,"[[129, 1]]"
14146,lívidos,"[[129, 1]]"
14147,marx,"[[129, 1]]"
14148,max,"[[129, 1], [134, 6], [143, 16]]"
14149,mercantilista,"[[129, 1], [175, 1]]"
14150,merkel,"[[129, 4]]"
14151,militou,"[[129, 1]]"
14152,monocórdica,"[[129, 1]]"
14153,moralista,"[[129, 1], [149, 1]]"
14154,obedece,"[[129, 1]]"
14155,ocorrerem,"[[129, 1]]"
14156,ouvimos,"[[129, 1]]"
14157,perceberão,"[[129, 1]]"
14158,percepções,"[[129, 1], [152, 1]]"
14159,pessimista,"[[129, 1], [236, 1]]"
14160,pessimistas,"[[129, 1]]"
14161,pessoano,"[[129, 1]]"
14162,planck,"[[129, 1]]"
14163,potenciais,"[[129, 1]]"
14164,prestigioso,"[[129, 1]]"
14165,profetas,"[[129, 1]]"
14166,puseram,"[[129, 1], [169, 1]]"
14167,péssimas,"[[129, 1]]"
14168,receitou,"[[129, 1]]"
14169,reestruturações,"[[129, 1]]"
14170,reforçam,"[[129, 1]]"
14171,renacionalizar,"[[129, 1]]"
14172,sacudidas,"[[129, 1]]"
14173,saíram,"[[129, 1], [177, 1], [241, 1], [245, 1]]"
14174,sobrepõem,"[[129, 1], [217, 1]]"
14175,sombria,"[[129, 1], [169, 1]]"
14176,streeck,"[[129, 3]]"
14177,sumiu,"[[129, 1]]"
14178,sustentavam,"[[129, 1]]"
14179,testamento,"[[129, 1], [160, 2]]"
14180,tração,"[[129, 1]]"
14181,vaticina,"[[129, 1]]"
14182,vejamos,"[[129, 1]]"
14183,viverá,"[[129, 1]]"
14184,úlceras,"[[129, 1]]"
14185,acomodarem,"[[130, 1]]"
14186,adaptada,"[[130, 1]]"
14187,adaptarem,"[[130, 1]]"
14188,admissões,"[[130, 1]]"
14189,ambientes,"[[130, 1], [147, 1], [211, 2], [240, 1]]"
14190,anualidade,"[[130, 1]]"
14191,apontem,"[[130, 1]]"
14192,aprendizagem,"[[130, 1], [173, 1]]"
14193,arcaico,"[[130, 1], [151, 3], [154, 1]]"
14194,artes,"[[130, 1], [175, 1], [181, 1], [193, 1], [216, 1], [249, 1]]"
14195,assistem,"[[130, 1]]"
14196,avaliará,"[[130, 1]]"
14197,benchmark,"[[130, 1]]"
14198,board,"[[130, 1]]"
14199,caminhada,"[[130, 1], [230, 1]]"
14200,campus,"[[130, 2], [214, 1]]"
14201,college,"[[130, 1], [158, 4]]"
14202,computacionais,"[[130, 1]]"
14203,congress,"[[130, 1]]"
14204,contribui,"[[130, 1], [137, 3], [155, 1], [178, 1], [185, 1], [236, 1]]"
14205,decida,"[[130, 1]]"
14206,demonstrado,"[[130, 1], [150, 1], [171, 1], [206, 1]]"
14207,descartando,"[[130, 1]]"
14208,despertava,"[[130, 1]]"
14209,dirão,"[[130, 1]]"
14210,discente,"[[130, 1]]"
14211,diverso,"[[130, 1]]"
14212,echebarria,"[[130, 1]]"
14213,ecossistema,"[[130, 1], [135, 1]]"
14214,educado,"[[130, 1], [158, 1]]"
14215,egressos,"[[130, 1]]"
14216,empreendedorismo,"[[130, 1]]"
14217,engrossar,"[[130, 1]]"
14218,esade,"[[130, 2]]"
14219,espetacular,"[[130, 1]]"
14220,expomos,"[[130, 1]]"
14221,expositivas,"[[130, 1]]"
14222,formulada,"[[130, 1]]"
14223,fundada,"[[130, 1], [133, 1]]"
14224,habilidades,"[[130, 1], [148, 1]]"
14225,humanidades,"[[130, 1]]"
14226,hyderabad,"[[130, 1]]"
14227,ignoram,"[[130, 1], [146, 1], [161, 2]]"
14228,inaugurarem,"[[130, 1]]"
14229,interativas,"[[130, 1]]"
14230,internacionalização,"[[130, 1]]"
14231,ivy,"[[130, 3]]"
14232,koldo,"[[130, 1]]"
14233,larry,"[[130, 1], [197, 1]]"
14234,league,"[[130, 3]]"
14235,levadas,"[[130, 1], [181, 1], [249, 1]]"
14236,line,"[[130, 2], [135, 1], [152, 1], [176, 1]]"
14237,mark,"[[130, 1], [135, 1], [152, 1], [198, 2]]"
14238,massachusetts,"[[130, 1]]"
14239,matemático,"[[130, 1]]"
14240,meca,"[[130, 1]]"
14241,mencionadas,"[[130, 1], [208, 1]]"
14242,minerva,"[[130, 8]]"
14243,mit,"[[130, 1]]"
14244,mobile,"[[130, 1]]"
14245,movimentarem,"[[130, 1]]"
14246,multiplicaram,"[[130, 1]]"
14247,negue,"[[130, 1]]"
14248,nelson,"[[130, 8]]"
14249,notas,"[[130, 1], [177, 1], [193, 1]]"
14250,ofuscar,"[[130, 1]]"
14251,organizada,"[[130, 1], [216, 1]]"
14252,paira,"[[130, 1]]"
14253,palestra,"[[130, 1]]"
14254,peculiares,"[[130, 1]]"
14255,pensado,"[[130, 1], [217, 1]]"
14256,percorrido,"[[130, 1], [249, 1]]"
14257,protótipo,"[[130, 1]]"
14258,prêmios,"[[130, 1], [182, 1], [187, 1], [195, 1], [203, 2], [243, 1]]"
14259,reinventada,"[[130, 1]]"
14260,reinventar,"[[130, 1]]"
14261,reitor,"[[130, 1]]"
14262,retenção,"[[130, 1], [188, 1]]"
14263,revolucionando,"[[130, 1]]"
14264,sat,"[[130, 1]]"
14265,seleciona,"[[130, 1]]"
14266,seletiva,"[[130, 1]]"
14267,seletivas,"[[130, 1]]"
14268,seleto,"[[130, 1]]"
14269,singular,"[[130, 1], [165, 1], [184, 1], [248, 2]]"
14270,sinônimo,"[[130, 1], [151, 2], [184, 1]]"
14271,snapfish,"[[130, 1]]"
14272,startup,"[[130, 1]]"
14273,summers,"[[130, 1]]"
14274,taipei,"[[130, 1]]"
14275,tentam,"[[130, 1], [133, 1], [137, 3], [154, 1], [216, 1], [249, 1]]"
14276,thnk,"[[130, 1]]"
14277,trabalhadas,"[[130, 1]]"
14278,transferibilidade,"[[130, 1]]"
14279,transferidas,"[[130, 1], [248, 1]]"
14280,transmite,"[[130, 1], [152, 1], [229, 1]]"
14281,transversais,"[[130, 1], [163, 1]]"
14282,traçou,"[[130, 1]]"
14283,universitário,"[[130, 1], [173, 1]]"
14284,vagas,"[[130, 1], [166, 1], [217, 2], [222, 1], [232, 4]]"
14285,variam,"[[130, 1]]"
14286,vernooij,"[[130, 1]]"
14287,vigora,"[[130, 1], [165, 1]]"
14288,world,"[[130, 1], [153, 1]]"
14289,yfn,"[[130, 1]]"
14290,abalou,"[[131, 1]]"
14291,aceite,"[[131, 1]]"
14292,acusaram,"[[131, 1], [191, 1]]"
14293,agi,"[[131, 1]]"
14294,alegações,"[[131, 1], [206, 2]]"
14295,boné,"[[131, 1]]"
14296,consórcio,"[[131, 1], [139, 1]]"
14297,custódia,"[[131, 1], [204, 1]]"
14298,destrua,"[[131, 1], [160, 1]]"
14299,distrital,"[[131, 1]]"
14300,eletrônico,"[[131, 1], [136, 1], [145, 1]]"
14301,escoltado,"[[131, 1]]"
14302,específica,"[[131, 1]]"
14303,fiança,"[[131, 2]]"
14304,instalada,"[[131, 1], [146, 1]]"
14305,macacão,"[[131, 1]]"
14306,montadora,"[[131, 1]]"
14307,ocorridas,"[[131, 1]]"
14308,passaporte,"[[131, 1]]"
14309,procuradoria,"[[131, 1], [166, 1], [181, 2], [219, 1], [229, 1], [233, 1]]"
14310,programado,"[[131, 1]]"
14311,removê,"[[131, 1]]"
14312,vestido,"[[131, 1], [196, 1], [197, 1]]"
14313,videovigilância,"[[131, 1]]"
14314,adversa,"[[132, 1]]"
14315,ameaçando,"[[132, 1], [135, 1], [151, 1]]"
14316,amparado,"[[132, 1]]"
14317,aumentaria,"[[132, 1]]"
14318,colchões,"[[132, 1]]"
14319,considere,"[[132, 1]]"
14320,contingência,"[[132, 1]]"
14321,debilitado,"[[132, 1]]"
14322,decorrente,"[[132, 1], [152, 1], [165, 1]]"
14323,emissões,"[[132, 1], [137, 3], [143, 1], [152, 1], [157, 2]]"
14324,enumera,"[[132, 1], [141, 1]]"
14325,fatura,"[[132, 1], [204, 1]]"
14326,lentamente,"[[132, 1]]"
14327,levemente,"[[132, 1]]"
14328,moderada,"[[132, 1]]"
14329,moderação,"[[132, 1], [144, 1], [168, 1], [210, 1]]"
14330,moderou,"[[132, 1]]"
14331,obstante,"[[132, 1]]"
14332,opõem,"[[132, 1]]"
14333,persistente,"[[132, 2], [151, 1]]"
14334,persistir,"[[132, 1]]"
14335,perturbação,"[[132, 2]]"
14336,previa,"[[132, 1], [217, 1], [220, 1]]"
14337,prognosticada,"[[132, 1]]"
14338,recuperando,"[[132, 1], [215, 1]]"
14339,resistentes,"[[132, 1]]"
14340,revertido,"[[132, 1], [202, 1]]"
14341,revisadas,"[[132, 1]]"
14342,revisado,"[[132, 1], [240, 1]]"
14343,subjacente,"[[132, 1]]"
14344,tranquilas,"[[132, 1], [249, 1]]"
14345,trimestral,"[[132, 1]]"
14346,trimestres,"[[132, 1]]"
14347,turbulento,"[[132, 1]]"
14348,absorver,"[[133, 1]]"
14349,analisados,"[[133, 1], [194, 1], [232, 1]]"
14350,betania,"[[133, 1]]"
14351,choca,"[[133, 1]]"
14352,comparada,"[[133, 1]]"
14353,conciliem,"[[133, 1]]"
14354,conselheira,"[[133, 1]]"
14355,conselheiras,"[[133, 1]]"
14356,corporações,"[[133, 1], [144, 1]]"
14357,cuestión,"[[133, 1]]"
14358,cvm,"[[133, 2]]"
14359,datasketch,"[[133, 1]]"
14360,decisória,"[[133, 1]]"
14361,desconcierto,"[[133, 1]]"
14362,desempenharem,"[[133, 1]]"
14363,diaria,"[[133, 1]]"
14364,dirige,"[[133, 1], [149, 1], [243, 1]]"
14365,empresária,"[[133, 1]]"
14366,engana,"[[133, 1], [156, 1]]"
14367,engravidar,"[[133, 1]]"
14368,especializada,"[[133, 1], [137, 2], [175, 1], [241, 1]]"
14369,exígua,"[[133, 1]]"
14370,faro,"[[133, 1]]"
14371,firmas,"[[133, 1], [206, 1]]"
14372,furiosa,"[[133, 1]]"
14373,homogeneização,"[[133, 1]]"
14374,inscritas,"[[133, 2]]"
14375,lanterna,"[[133, 1]]"
14376,libre,"[[133, 1]]"
14377,lidera,"[[133, 1], [140, 1], [168, 1], [235, 1]]"
14378,luiza,"[[133, 1]]"
14379,magazine,"[[133, 1]]"
14380,managua,"[[133, 1]]"
14381,mentoria,"[[133, 1]]"
14382,mexem,"[[133, 1]]"
14383,ministras,"[[133, 1]]"
14384,minoria,"[[133, 1]]"
14385,moldados,"[[133, 1]]"
14386,mrv,"[[133, 1]]"
14387,nación,"[[133, 1]]"
14388,observe,"[[133, 1]]"
14389,ojo,"[[133, 1]]"
14390,pardos,"[[133, 2]]"
14391,paridade,"[[133, 1]]"
14392,participo,"[[133, 1]]"
14393,preferência,"[[133, 1], [183, 1], [234, 9]]"
14394,promove,"[[133, 1]]"
14395,raridade,"[[133, 1]]"
14396,recusei,"[[133, 1]]"
14397,relativo,"[[133, 1], [135, 1]]"
14398,rentável,"[[133, 1], [142, 1], [186, 2]]"
14399,semanario,"[[133, 1]]"
14400,sentam,"[[133, 1], [196, 1]]"
14401,superá,"[[133, 1]]"
14402,surtidor,"[[133, 1]]"
14403,tanure,"[[133, 6]]"
14404,tendem,"[[133, 1], [190, 1], [210, 1]]"
14405,tiempos,"[[133, 1]]"
14406,tocaram,"[[133, 1]]"
14407,universidad,"[[133, 1]]"
14408,varejo,"[[133, 2], [145, 1]]"
14409,vinculada,"[[133, 1], [195, 1], [219, 3], [220, 2]]"
14410,acompanhando,"[[134, 1], [205, 1]]"
14411,aeronaves,"[[134, 4], [143, 3], [247, 2]]"
14412,air,"[[134, 1], [143, 2]]"
14413,aéreas,"[[134, 4], [143, 3]]"
14414,composta,"[[134, 1], [183, 1], [201, 1]]"
14415,descartou,"[[134, 1], [167, 1], [226, 2]]"
14416,desvendar,"[[134, 1], [151, 2]]"
14417,direciona,"[[134, 1], [143, 1]]"
14418,esclareceu,"[[134, 1], [163, 1]]"
14419,etiópia,"[[134, 2], [143, 1], [188, 1]]"
14420,frequentado,"[[134, 1]]"
14421,frota,"[[134, 2], [143, 1], [205, 2]]"
14422,indonésia,"[[134, 1], [143, 1], [188, 1]]"
14423,intensamente,"[[134, 1]]"
14424,intensiva,"[[134, 1]]"
14425,liberalidade,"[[134, 1], [143, 1]]"
14426,lines,"[[134, 1]]"
14427,noticiário,"[[134, 1], [221, 1]]"
14428,paralisar,"[[134, 1], [205, 1]]"
14429,parceira,"[[134, 2], [164, 1], [183, 1]]"
14430,possuem,"[[134, 1], [148, 1], [211, 1], [234, 1], [235, 1]]"
14431,previstas,"[[134, 1]]"
14432,reacomodados,"[[134, 1]]"
14433,semelhança,"[[134, 1], [223, 1]]"
14434,suspenderá,"[[134, 1], [143, 1]]"
14435,totalizando,"[[134, 1], [207, 2], [212, 1]]"
14436,acordado,"[[135, 1]]"
14437,andrew,"[[135, 2]]"
14438,anúncios,"[[135, 1], [141, 1], [174, 1], [181, 1], [211, 2]]"
14439,apartamentos,"[[135, 1], [137, 1]]"
14440,aquiles,"[[135, 1]]"
14441,arlington,"[[135, 2]]"
14442,armazéns,"[[135, 1]]"
14443,arrogância,"[[135, 1]]"
14444,avenida,"[[135, 1], [230, 6], [238, 2]]"
14445,bloquear,"[[135, 1], [211, 1]]"
14446,brincou,"[[135, 1]]"
14447,brookings,"[[135, 2]]"
14448,bulevar,"[[135, 1]]"
14449,cancelar,"[[135, 1], [196, 3], [214, 2]]"
14450,candidaturas,"[[135, 1], [207, 2]]"
14451,caríssimos,"[[135, 1]]"
14452,cerveja,"[[135, 1], [196, 1], [249, 1]]"
14453,chamando,"[[135, 1], [205, 1]]"
14454,concluirá,"[[135, 1]]"
14455,conectou,"[[135, 1]]"
14456,confeitarias,"[[135, 1]]"
14457,confidenciais,"[[135, 1]]"
14458,contribuinte,"[[135, 1]]"
14459,convive,"[[135, 1], [151, 2]]"
14460,cuomo,"[[135, 3]]"
14461,descobriram,"[[135, 1], [181, 1], [184, 1]]"
14462,distrito,"[[135, 1], [137, 1], [138, 1], [158, 1], [207, 1], [217, 1], [230, 1], [238, 1]]"
14463,empreendimentos,"[[135, 1]]"
14464,encareça,"[[135, 1]]"
14465,esquenta,"[[135, 1]]"
14466,estimados,"[[135, 1]]"
14467,estipular,"[[135, 1]]"
14468,explodiu,"[[135, 1]]"
14469,fabulosas,"[[135, 1]]"
14470,facilmente,"[[135, 1]]"
14471,floresceram,"[[135, 1]]"
14472,ganhadoras,"[[135, 1]]"
14473,girava,"[[135, 1]]"
14474,governador,"[[135, 1], [151, 2], [206, 1], [207, 1], [225, 1], [235, 1], [241, 3]]"
14475,grátis,"[[135, 1]]"
14476,hectares,"[[135, 1]]"
14477,implementação,"[[135, 1], [221, 4]]"
14478,incentivos,"[[135, 6], [150, 1], [153, 2], [155, 2], [210, 1]]"
14479,instalaria,"[[135, 2]]"
14480,institution,"[[135, 1]]"
14481,investido,"[[135, 1], [140, 1], [220, 1]]"
14482,island,"[[135, 3], [195, 1]]"
14483,jofre,"[[135, 1]]"
14484,kitchen,"[[135, 1]]"
14485,lamentava,"[[135, 1]]"
14486,long,"[[135, 3], [195, 1]]"
14487,manterá,"[[135, 1], [145, 1]]"
14488,maximizassem,"[[135, 1]]"
14489,metropolitanas,"[[135, 1]]"
14490,montiel,"[[135, 2]]"
14491,monumental,"[[135, 1]]"
14492,more,"[[135, 1]]"
14493,novela,"[[135, 1], [190, 1], [195, 1], [204, 1]]"
14494,ofereciam,"[[135, 1], [242, 1]]"
14495,organizou,"[[135, 1]]"
14496,pagando,"[[135, 1]]"
14497,pensava,"[[135, 1], [176, 1]]"
14498,poupar,"[[135, 1]]"
14499,precisem,"[[135, 1]]"
14500,prejudicam,"[[135, 1], [144, 1]]"
14501,prestou,"[[135, 1], [158, 1], [165, 1], [187, 1], [207, 1]]"
14502,progressistas,"[[135, 2], [235, 1]]"
14503,promissoras,"[[135, 1]]"
14504,propondo,"[[135, 1]]"
14505,propõem,"[[135, 1]]"
14506,prédios,"[[135, 1], [238, 1]]"
14507,queens,"[[135, 1]]"
14508,regulados,"[[135, 1]]"
14509,repartirá,"[[135, 1]]"
14510,resistiria,"[[135, 1]]"
14511,sedes,"[[135, 1]]"
14512,stonecrest,"[[135, 1]]"
14513,subsídio,"[[135, 1]]"
14514,susan,"[[135, 1], [146, 1], [197, 25]]"
14515,sênior,"[[135, 1]]"
14516,tributos,"[[135, 1]]"
14517,trocaria,"[[135, 1]]"
14518,unia,"[[135, 1]]"
14519,vencedoras,"[[135, 1]]"
14520,vencidas,"[[135, 1]]"
14521,vernon,"[[135, 1]]"
14522,virgínia,"[[135, 1], [205, 1]]"
14523,wachter,"[[135, 1]]"
14524,wharton,"[[135, 1]]"
14525,adquirido,"[[136, 1]]"
14526,amortização,"[[136, 1], [142, 1]]"
14527,aposentam,"[[136, 1], [140, 2], [240, 1]]"
14528,automatização,"[[136, 1]]"
14529,despender,"[[136, 1]]"
14530,diess,"[[136, 1]]"
14531,dieter,"[[136, 2]]"
14532,direcionamento,"[[136, 1], [219, 1]]"
14533,eletrônica,"[[136, 1], [207, 1]]"
14534,frankfurt,"[[136, 1]]"
14535,golf,"[[136, 1]]"
14536,hans,"[[136, 1]]"
14537,heiss,"[[136, 1]]"
14538,jetta,"[[136, 1]]"
14539,provedora,"[[136, 1]]"
14540,pötsch,"[[136, 1]]"
14541,software,"[[136, 1]]"
14542,substituição,"[[136, 1]]"
14543,valorizar,"[[136, 1]]"
14544,volkswagen,"[[136, 5]]"
14545,wltp,"[[136, 1]]"
14546,acústicas,"[[137, 1]]"
14547,amortizar,"[[137, 1]]"
14548,aporta,"[[137, 1]]"
14549,arquima,"[[137, 2]]"
14550,arranha,"[[137, 4]]"
14551,arrebatar,"[[137, 1], [184, 1]]"
14552,assento,"[[137, 1], [152, 1]]"
14553,barcelonês,"[[137, 1]]"
14554,biopassiva,"[[137, 1]]"
14555,borda,"[[137, 1], [244, 1]]"
14556,bosques,"[[137, 1]]"
14557,brock,"[[137, 1]]"
14558,brumunddal,"[[137, 1]]"
14559,buchardt,"[[137, 1]]"
14560,carbono,"[[137, 1]]"
14561,cimento,"[[137, 6]]"
14562,colúmbia,"[[137, 1]]"
14563,commons,"[[137, 1], [188, 1]]"
14564,comparável,"[[137, 1], [243, 1]]"
14565,consciências,"[[137, 1]]"
14566,construídas,"[[137, 1]]"
14567,convencional,"[[137, 1], [152, 1], [155, 2], [190, 1], [198, 1]]"
14568,design,"[[137, 1], [153, 1], [182, 1]]"
14569,despertar,"[[137, 1], [230, 1]]"
14570,desvios,"[[137, 1], [204, 1]]"
14571,disputando,"[[137, 1], [248, 1]]"
14572,edificação,"[[137, 1]]"
14573,energético,"[[137, 2]]"
14574,evidencia,"[[137, 1], [142, 1], [194, 1]]"
14575,executados,"[[137, 1]]"
14576,facilidade,"[[137, 1], [187, 1]]"
14577,fiscalizadas,"[[137, 1]]"
14578,fomenta,"[[137, 1], [214, 1]]"
14579,fuenterrabía,"[[137, 1]]"
14580,gràcia,"[[137, 2]]"
14581,habitat,"[[137, 4]]"
14582,hoho,"[[137, 1]]"
14583,hondarribia,"[[137, 1]]"
14584,imóvel,"[[137, 1]]"
14585,industrializar,"[[137, 1], [248, 1]]"
14586,investidor,"[[137, 1]]"
14587,isolante,"[[137, 1]]"
14588,isolantes,"[[137, 1]]"
14589,knowood,"[[137, 1]]"
14590,laminada,"[[137, 1]]"
14591,lideram,"[[137, 1]]"
14592,linares,"[[137, 2]]"
14593,madeira,"[[137, 23], [155, 1], [243, 2]]"
14594,mecanização,"[[137, 1]]"
14595,mjøstårnet,"[[137, 4]]"
14596,modular,"[[137, 1]]"
14597,moelven,"[[137, 1]]"
14598,moradias,"[[137, 2]]"
14599,noruega,"[[137, 1], [210, 1]]"
14600,nulo,"[[137, 2], [166, 1]]"
14601,nórdicos,"[[137, 1]]"
14602,oslo,"[[137, 1]]"
14603,pere,"[[137, 2]]"
14604,pioneiros,"[[137, 1], [243, 1]]"
14605,pisos,"[[137, 1]]"
14606,potencializando,"[[137, 1]]"
14607,preferencial,"[[137, 1]]"
14608,pretensão,"[[137, 1], [165, 1], [202, 1]]"
14609,projeta,"[[137, 2], [164, 1], [223, 1]]"
14610,reciclado,"[[137, 1]]"
14611,regula,"[[137, 1]]"
14612,renovável,"[[137, 1]]"
14613,respeitam,"[[137, 1], [249, 1]]"
14614,reutilizado,"[[137, 1]]"
14615,seco,"[[137, 1]]"
14616,sudoeste,"[[137, 1]]"
14617,sustentabilidade,"[[137, 1]]"
14618,térmico,"[[137, 1]]"
14619,tóxicos,"[[137, 1]]"
14620,ultrapassar,"[[137, 1]]"
14621,vancouver,"[[137, 1]]"
14622,viena,"[[137, 1], [181, 2], [188, 1]]"
14623,viga,"[[137, 1]]"
14624,ábaton,"[[137, 1]]"
14625,acendia,"[[138, 1]]"
14626,acumulado,"[[138, 1], [236, 1]]"
14627,aferidos,"[[138, 1]]"
14628,ajuste,"[[138, 1], [173, 1], [188, 1], [193, 1], [248, 1]]"
14629,aluguel,"[[138, 1]]"
14630,animadores,"[[138, 1]]"
14631,apontada,"[[138, 1], [197, 1]]"
14632,articulação,"[[138, 1], [151, 1], [173, 1], [205, 1], [209, 1], [213, 2], [235, 1], [240, 2]]"
14633,assumam,"[[138, 1]]"
14634,atravessando,"[[138, 1], [244, 1]]"
14635,atribuído,"[[138, 1]]"
14636,automotiva,"[[138, 1]]"
14637,baixíssima,"[[138, 1], [217, 1]]"
14638,batalhado,"[[138, 1]]"
14639,blindados,"[[138, 1]]"
14640,brás,"[[138, 1], [177, 1]]"
14641,calcada,"[[138, 1]]"
14642,caminhando,"[[138, 1], [197, 1], [249, 1]]"
14643,caísse,"[[138, 1]]"
14644,cintura,"[[138, 1]]"
14645,colhido,"[[138, 1]]"
14646,comerciante,"[[138, 1], [181, 1]]"
14647,compararmos,"[[138, 1]]"
14648,compasso,"[[138, 1], [213, 1]]"
14649,consensos,"[[138, 1], [173, 2], [221, 2]]"
14650,consigo,"[[138, 1], [182, 1]]"
14651,contabilizadas,"[[138, 1]]"
14652,contingenciamento,"[[138, 1]]"
14653,coordenação,"[[138, 2], [147, 1], [217, 6]]"
14654,corretora,"[[138, 2]]"
14655,desanimando,"[[138, 1]]"
14656,descoordenação,"[[138, 1]]"
14657,devagar,"[[138, 1], [162, 1]]"
14658,doutor,"[[138, 1], [149, 1]]"
14659,déficits,"[[138, 1], [194, 1]]"
14660,endividamento,"[[138, 1], [144, 1], [152, 1]]"
14661,enfrentados,"[[138, 1]]"
14662,esperará,"[[138, 1]]"
14663,euforia,"[[138, 1]]"
14664,faíscas,"[[138, 1]]"
14665,fraqueza,"[[138, 1]]"
14666,funcionária,"[[138, 1], [207, 1]]"
14667,galeria,"[[138, 2], [175, 4]]"
14668,geram,"[[138, 1], [210, 1]]"
14669,guardar,"[[138, 1], [169, 1]]"
14670,ibc,"[[138, 1]]"
14671,institucionais,"[[138, 1], [210, 2], [229, 1]]"
14672,investirem,"[[138, 1]]"
14673,jato,"[[138, 1], [162, 3], [171, 1], [202, 1], [204, 3], [206, 2], [226, 1], [243, 1]]"
14674,lava,"[[138, 1], [162, 3], [171, 1], [202, 1], [204, 3], [206, 2], [226, 1]]"
14675,levantamento,"[[138, 1], [203, 2], [207, 5], [232, 1], [239, 1]]"
14676,maia,"[[138, 3], [149, 1], [166, 1], [204, 1], [205, 3], [209, 1], [213, 2], [215, 4], [218, 3], [225, 6], [240, 1]]"
14677,mantendo,"[[138, 1], [166, 2], [246, 1]]"
14678,medidor,"[[138, 1]]"
14679,melhorem,"[[138, 1]]"
14680,ofuscado,"[[138, 1]]"
14681,pareceram,"[[138, 1], [172, 1]]"
14682,passá,"[[138, 1]]"
14683,pautar,"[[138, 1], [221, 1]]"
14684,perdesse,"[[138, 1], [195, 1]]"
14685,pitada,"[[138, 1], [215, 1]]"
14686,preocupar,"[[138, 1], [166, 1]]"
14687,projetada,"[[138, 1]]"
14688,prospectiva,"[[138, 1]]"
14689,pânico,"[[138, 1], [151, 1], [157, 1], [214, 1]]"
14690,pífio,"[[138, 1]]"
14691,recessivos,"[[138, 1]]"
14692,reeleito,"[[138, 1]]"
14693,regida,"[[138, 1]]"
14694,regulações,"[[138, 1], [142, 1], [211, 1]]"
14695,relevantes,"[[138, 1], [185, 1], [205, 1], [210, 1], [221, 1], [223, 1], [230, 1]]"
14696,retomada,"[[138, 4], [144, 1], [166, 1], [173, 1], [217, 3]]"
14697,reversão,"[[138, 1]]"
14698,revisar,"[[138, 1], [198, 1]]"
14699,rompido,"[[138, 1]]"
14700,royalties,"[[138, 1], [191, 2]]"
14701,semanalmente,"[[138, 1]]"
14702,sennes,"[[138, 3]]"
14703,sucessivos,"[[138, 1]]"
14704,thiago,"[[138, 1], [156, 1], [240, 1]]"
14705,timing,"[[138, 1]]"
14706,turva,"[[138, 1]]"
14707,xavier,"[[138, 2]]"
14708,ótimo,"[[138, 1], [141, 2], [236, 1], [248, 1]]"
14709,administrativos,"[[139, 1]]"
14710,aena,"[[139, 7]]"
14711,aerocali,"[[139, 1]]"
14712,aeroeste,"[[139, 1]]"
14713,aeroportos,"[[139, 12], [197, 1]]"
14714,aeroportuárias,"[[139, 1]]"
14715,aeroportuário,"[[139, 1]]"
14716,america,"[[139, 1], [143, 1], [192, 1], [194, 1]]"
14717,anac,"[[139, 1]]"
14718,aracaju,"[[139, 1]]"
14719,arrecadados,"[[139, 1]]"
14720,arrecadou,"[[139, 1], [142, 1], [198, 1]]"
14721,arrematado,"[[139, 1]]"
14722,assessorada,"[[139, 1]]"
14723,atraiu,"[[139, 1], [232, 1]]"
14724,atrativo,"[[139, 1]]"
